richtung,tagestyp,fahrt_nr,reihenfolge,haltestelle,uhrzeit
Neuwied -> Puderbach,Mo-Fr,6,27,Puderbach Verbandsgemeinde,12.14
Neuwied -> Puderbach,Mo-Fr,7,1,Neuwied Bahnhof D,12.11
Neuwied -> Puderbach,Mo-Fr,7,2,Moltkeplatz B,12.13
Neuwied -> Puderbach,Mo-Fr,7,3,An der Matthiaskirche A,12.14
Neuwied -> Puderbach,Mo-Fr,7,4,Schloßstraße A,12.18
Neuwied -> Puderbach,Mo-Fr,7,5,Im Weidchen B,12.20
Neuwied -> Puderbach,Mo-Fr,7,6,Stadion B,12.21
Neuwied -> Puderbach,Mo-Fr,7,7,Matthiasberg,12.23
Neuwied -> Puderbach,Mo-Fr,7,8,Ludwig-Erhard-Schule,12.25
Neuwied -> Puderbach,Mo-Fr,7,9,Beverwijker Ring,12.26
Neuwied -> Puderbach,Mo-Fr,7,10,Torney Friedhof Wennenberg,12.28
Neuwied -> Puderbach,Mo-Fr,7,11,Dierdorfer Straße,12.29
Neuwied -> Puderbach,Mo-Fr,7,12,Gladbach Chausseehaus,12.31
Neuwied -> Puderbach,Mo-Fr,7,13,Haus am Pilz,12.33
Neuwied -> Puderbach,Mo-Fr,7,14,Anhausen Braunsberg/Rheinhöhenweg,12.36
Neuwied -> Puderbach,Mo-Fr,7,15,Schillerstraße B an,12.39
Neuwied -> Puderbach,Mo-Fr,7,16,Schillerstraße B ab,12.41
Neuwied -> Puderbach,Mo-Fr,7,17,Petershof B,12.44
Neuwied -> Puderbach,Mo-Fr,7,18,Rüscheid Bamberger,12.46
Neuwied -> Puderbach,Mo-Fr,7,19,Dierdorf SZ-Center A,12.53
Neuwied -> Puderbach,Mo-Fr,7,20,Neuwieder Straße A,12.55
Neuwied -> Puderbach,Mo-Fr,7,21,Dierdorf Markt an,12.57
Neuwied -> Puderbach,Mo-Fr,7,22,Dierdorf Markt ab,12.58
Neuwied -> Puderbach,Mo-Fr,7,23,Wienau Flemmer,13.02
Neuwied -> Puderbach,Mo-Fr,7,24,Raubach In der Au,13.05
Neuwied -> Puderbach,Mo-Fr,7,25,Hanroth Hedwigsthal B,13.09
Neuwied -> Puderbach,Mo-Fr,7,26,Puderbach Hölzchens Mühle,13.10
Neuwied -> Puderbach,Mo-Fr,7,27,Puderbach Verbandsgemeinde,13.14
Neuwied -> Puderbach,Mo-Fr,8,1,Neuwied Bahnhof D,13.11
Neuwied -> Puderbach,Mo-Fr,8,2,Moltkeplatz B,13.13
Neuwied -> Puderbach,Mo-Fr,8,3,An der Matthiaskirche A,13.14
Neuwied -> Puderbach,Mo-Fr,8,4,Schloßstraße A,13.18
Neuwied -> Puderbach,Mo-Fr,8,5,Im Weidchen B,13.20
Neuwied -> Puderbach,Mo-Fr,8,6,Stadion B,13.21
Neuwied -> Puderbach,Mo-Fr,8,7,Matthiasberg,13.23
Neuwied -> Puderbach,Mo-Fr,8,8,Ludwig-Erhard-Schule,13.25
Neuwied -> Puderbach,Mo-Fr,8,9,Beverwijker Ring,13.26
Neuwied -> Puderbach,Mo-Fr,8,10,Torney Friedhof Wennenberg,13.28
Neuwied -> Puderbach,Mo-Fr,8,11,Dierdorfer Straße,13.29
Neuwied -> Puderbach,Mo-Fr,8,12,Gladbach Chausseehaus,13.31
Neuwied -> Puderbach,Mo-Fr,8,13,Haus am Pilz,13.33
Neuwied -> Puderbach,Mo-Fr,8,14,Anhausen Braunsberg/Rheinhöhenweg,13.36
Neuwied -> Puderbach,Mo-Fr,8,15,Schillerstraße B an,13.39
Neuwied -> Puderbach,Mo-Fr,8,16,Schillerstraße B ab,13.41
Neuwied -> Puderbach,Mo-Fr,8,17,Petershof B,13.44
Neuwied -> Puderbach,Mo-Fr,8,18,Rüscheid Bamberger,13.46
Neuwied -> Puderbach,Mo-Fr,8,19,Dierdorf SZ-Center A,13.53
Neuwied -> Puderbach,Mo-Fr,8,20,Neuwieder Straße A,13.55
Neuwied -> Puderbach,Mo-Fr,8,21,Dierdorf Markt an,13.57
Neuwied -> Puderbach,Mo-Fr,8,22,Dierdorf Markt ab,13.58
Neuwied -> Puderbach,Mo-Fr,8,23,Wienau Flemmer,14.02
Neuwied -> Puderbach,Mo-Fr,8,24,Raubach In der Au,14.05
Neuwied -> Puderbach,Mo-Fr,8,25,Hanroth Hedwigsthal B,14.09
Neuwied -> Puderbach,Mo-Fr,8,26,Puderbach Hölzchens Mühle,14.10
Neuwied -> Puderbach,Mo-Fr,8,27,Puderbach Verbandsgemeinde,14.14
Neuwied -> Puderbach,Mo-Fr,9,1,Neuwied Bahnhof D,14.11
Neuwied -> Puderbach,Mo-Fr,9,2,Moltkeplatz B,14.13
Neuwied -> Puderbach,Mo-Fr,9,3,An der Matthiaskirche A,14.14
Neuwied -> Puderbach,Mo-Fr,9,4,Schloßstraße A,14.18
Neuwied -> Puderbach,Mo-Fr,9,5,Im Weidchen B,14.20
Neuwied -> Puderbach,Mo-Fr,9,6,Stadion B,14.21
Neuwied -> Puderbach,Mo-Fr,9,7,Matthiasberg,14.23
Neuwied -> Puderbach,Mo-Fr,9,8,Ludwig-Erhard-Schule,14.25
Neuwied -> Puderbach,Mo-Fr,9,9,Beverwijker Ring,14.26
Neuwied -> Puderbach,Mo-Fr,9,10,Torney Friedhof Wennenberg,14.28
Neuwied -> Puderbach,Mo-Fr,9,11,Dierdorfer Straße,14.29
Neuwied -> Puderbach,Mo-Fr,9,12,Gladbach Chausseehaus,14.31
Neuwied -> Puderbach,Mo-Fr,9,13,Haus am Pilz,14.33
Neuwied -> Puderbach,Mo-Fr,9,14,Anhausen Braunsberg/Rheinhöhenweg,14.36
Neuwied -> Puderbach,Mo-Fr,9,15,Schillerstraße B an,14.39
Neuwied -> Puderbach,Mo-Fr,9,16,Schillerstraße B ab,14.41
Neuwied -> Puderbach,Mo-Fr,9,17,Petershof B,14.44
Neuwied -> Puderbach,Mo-Fr,9,18,Rüscheid Bamberger,14.46
Neuwied -> Puderbach,Mo-Fr,9,19,Dierdorf SZ-Center A,14.53
Neuwied -> Puderbach,Mo-Fr,9,20,Neuwieder Straße A,14.55
Neuwied -> Puderbach,Mo-Fr,9,21,Dierdorf Markt an,14.57
Neuwied -> Puderbach,Mo-Fr,9,22,Dierdorf Markt ab,14.58
Neuwied -> Puderbach,Mo-Fr,9,23,Wienau Flemmer,15.02
Neuwied -> Puderbach,Mo-Fr,9,24,Raubach In der Au,15.05
Neuwied -> Puderbach,Mo-Fr,9,25,Hanroth Hedwigsthal B,15.09
Neuwied -> Puderbach,Mo-Fr,9,26,Puderbach Hölzchens Mühle,15.10
Neuwied -> Puderbach,Mo-Fr,9,27,Puderbach Verbandsgemeinde,15.14
Neuwied -> Puderbach,Mo-Fr,10,1,Neuwied Bahnhof D,15.11
Neuwied -> Puderbach,Mo-Fr,10,2,Moltkeplatz B,15.13
Neuwied -> Puderbach,Mo-Fr,10,3,An der Matthiaskirche A,15.14
Neuwied -> Puderbach,Mo-Fr,10,4,Schloßstraße A,15.18
Neuwied -> Puderbach,Mo-Fr,10,5,Im Weidchen B,15.20
Neuwied -> Puderbach,Mo-Fr,10,6,Stadion B,15.21
Neuwied -> Puderbach,Mo-Fr,10,7,Matthiasberg,15.23
Neuwied -> Puderbach,Mo-Fr,10,8,Ludwig-Erhard-Schule,15.25
Neuwied -> Puderbach,Mo-Fr,10,9,Beverwijker Ring,15.26
Neuwied -> Puderbach,Mo-Fr,10,10,Torney Friedhof Wennenberg,15.28
Neuwied -> Puderbach,Mo-Fr,10,11,Dierdorfer Straße,15.29
Neuwied -> Puderbach,Mo-Fr,10,12,Gladbach Chausseehaus,15.31
Neuwied -> Puderbach,Mo-Fr,10,13,Haus am Pilz,15.33
Neuwied -> Puderbach,Mo-Fr,10,14,Anhausen Braunsberg/Rheinhöhenweg,15.36
Neuwied -> Puderbach,Mo-Fr,10,15,Schillerstraße B an,15.39
Neuwied -> Puderbach,Mo-Fr,10,16,Schillerstraße B ab,15.41
Neuwied -> Puderbach,Mo-Fr,10,17,Petershof B,15.44
Neuwied -> Puderbach,Mo-Fr,10,18,Rüscheid Bamberger,15.46
Neuwied -> Puderbach,Mo-Fr,10,19,Dierdorf SZ-Center A,15.53
Neuwied -> Puderbach,Mo-Fr,10,20,Neuwieder Straße A,15.55
Neuwied -> Puderbach,Mo-Fr,10,21,Dierdorf Markt an,15.57
Neuwied -> Puderbach,Mo-Fr,10,22,Dierdorf Markt ab,15.58
Neuwied -> Puderbach,Mo-Fr,10,23,Wienau Flemmer,16.02
Neuwied -> Puderbach,Mo-Fr,10,24,Raubach In der Au,16.05
Neuwied -> Puderbach,Mo-Fr,10,25,Hanroth Hedwigsthal B,16.09
Neuwied -> Puderbach,Mo-Fr,10,26,Puderbach Hölzchens Mühle,16.10
Neuwied -> Puderbach,Mo-Fr,10,27,Puderbach Verbandsgemeinde,16.14
Neuwied -> Puderbach,Mo-Fr,11,1,Neuwied Bahnhof D,16.11
Neuwied -> Puderbach,Mo-Fr,11,2,Moltkeplatz B,16.13
Neuwied -> Puderbach,Mo-Fr,11,3,An der Matthiaskirche A,16.14
Neuwied -> Puderbach,Mo-Fr,11,4,Schloßstraße A,16.18
Neuwied -> Puderbach,Mo-Fr,11,5,Im Weidchen B,16.20
Neuwied -> Puderbach,Mo-Fr,11,6,Stadion B,16.21
Neuwied -> Puderbach,Mo-Fr,11,7,Matthiasberg,16.23
Neuwied -> Puderbach,Mo-Fr,11,8,Ludwig-Erhard-Schule,16.25
Neuwied -> Puderbach,Mo-Fr,11,9,Beverwijker Ring,16.26
Neuwied -> Puderbach,Mo-Fr,11,10,Torney Friedhof Wennenberg,16.28
Neuwied -> Puderbach,Mo-Fr,11,11,Dierdorfer Straße,16.29
Neuwied -> Puderbach,Mo-Fr,11,12,Gladbach Chausseehaus,16.31
Neuwied -> Puderbach,Mo-Fr,11,13,Haus am Pilz,16.33
Neuwied -> Puderbach,Mo-Fr,11,14,Anhausen Braunsberg/Rheinhöhenweg,16.36
Neuwied -> Puderbach,Mo-Fr,11,15,Schillerstraße B an,16.39
Neuwied -> Puderbach,Mo-Fr,11,16,Schillerstraße B ab,16.41
Neuwied -> Puderbach,Mo-Fr,11,17,Petershof B,16.44
Neuwied -> Puderbach,Mo-Fr,11,18,Rüscheid Bamberger,16.46
Neuwied -> Puderbach,Mo-Fr,11,19,Dierdorf SZ-Center A,16.53
Neuwied -> Puderbach,Mo-Fr,11,20,Neuwieder Straße A,16.55
Neuwied -> Puderbach,Mo-Fr,11,21,Dierdorf Markt an,16.57
Neuwied -> Puderbach,Mo-Fr,11,22,Dierdorf Markt ab,16.58
Neuwied -> Puderbach,Mo-Fr,11,23,Wienau Flemmer,17.02
Neuwied -> Puderbach,Mo-Fr,11,24,Raubach In der Au,17.05
Neuwied -> Puderbach,Mo-Fr,11,25,Hanroth Hedwigsthal B,17.09
Neuwied -> Puderbach,Mo-Fr,11,26,Puderbach Hölzchens Mühle,17.10
Neuwied -> Puderbach,Mo-Fr,11,27,Puderbach Verbandsgemeinde,17.14
Neuwied -> Puderbach,Mo-Fr,12,1,Neuwied Bahnhof D,17.11
Neuwied -> Puderbach,Mo-Fr,12,2,Moltkeplatz B,17.13
Neuwied -> Puderbach,Mo-Fr,12,3,An der Matthiaskirche A,17.14
Neuwied -> Puderbach,Mo-Fr,12,4,Schloßstraße A,17.18
Neuwied -> Puderbach,Mo-Fr,12,5,Im Weidchen B,17.20
Neuwied -> Puderbach,Mo-Fr,12,6,Stadion B,17.21
Neuwied -> Puderbach,Mo-Fr,12,7,Matthiasberg,17.23
Neuwied -> Puderbach,Mo-Fr,12,8,Ludwig-Erhard-Schule,17.25
Neuwied -> Puderbach,Mo-Fr,12,9,Beverwijker Ring,17.26
Neuwied -> Puderbach,Mo-Fr,12,10,Torney Friedhof Wennenberg,17.28
Neuwied -> Puderbach,Mo-Fr,12,11,Dierdorfer Straße,17.29
Neuwied -> Puderbach,Mo-Fr,12,12,Gladbach Chausseehaus,17.31
Neuwied -> Puderbach,Mo-Fr,12,13,Haus am Pilz,17.33
Neuwied -> Puderbach,Mo-Fr,12,14,Anhausen Braunsberg/Rheinhöhenweg,17.36
Neuwied -> Puderbach,Mo-Fr,12,15,Schillerstraße B an,17.39
Neuwied -> Puderbach,Mo-Fr,12,16,Schillerstraße B ab,17.41
Neuwied -> Puderbach,Mo-Fr,12,17,Petershof B,17.44
Neuwied -> Puderbach,Mo-Fr,12,18,Rüscheid Bamberger,17.46
Neuwied -> Puderbach,Mo-Fr,12,19,Dierdorf SZ-Center A,17.53
Neuwied -> Puderbach,Mo-Fr,12,20,Neuwieder Straße A,17.55
Neuwied -> Puderbach,Mo-Fr,12,21,Dierdorf Markt an,17.57
Neuwied -> Puderbach,Mo-Fr,12,22,Dierdorf Markt ab,17.58
Neuwied -> Puderbach,Mo-Fr,12,23,Wienau Flemmer,18.02
Neuwied -> Puderbach,Mo-Fr,12,24,Raubach In der Au,18.05
Neuwied -> Puderbach,Mo-Fr,12,25,Hanroth Hedwigsthal B,18.09
Neuwied -> Puderbach,Mo-Fr,12,26,Puderbach Hölzchens Mühle,18.10
Neuwied -> Puderbach,Mo-Fr,12,27,Puderbach Verbandsgemeinde,18.14
Neuwied -> Puderbach,Mo-Fr,13,1,Neuwied Bahnhof D,18.11
Neuwied -> Puderbach,Mo-Fr,13,2,Moltkeplatz B,18.13
Neuwied -> Puderbach,Mo-Fr,13,3,An der Matthiaskirche A,18.14
Neuwied -> Puderbach,Mo-Fr,13,4,Schloßstraße A,18.18
Neuwied -> Puderbach,Mo-Fr,13,5,Im Weidchen B,18.20
Neuwied -> Puderbach,Mo-Fr,13,6,Stadion B,18.21
Neuwied -> Puderbach,Mo-Fr,13,7,Matthiasberg,18.23
Neuwied -> Puderbach,Mo-Fr,13,8,Ludwig-Erhard-Schule,18.25
Neuwied -> Puderbach,Mo-Fr,13,9,Beverwijker Ring,18.26
Neuwied -> Puderbach,Mo-Fr,13,10,Torney Friedhof Wennenberg,18.28
Neuwied -> Puderbach,Mo-Fr,13,11,Dierdorfer Straße,18.29
Neuwied -> Puderbach,Mo-Fr,13,12,Gladbach Chausseehaus,18.31
Neuwied -> Puderbach,Mo-Fr,13,13,Haus am Pilz,18.33
Neuwied -> Puderbach,Mo-Fr,13,14,Anhausen Braunsberg/Rheinhöhenweg,18.36
Neuwied -> Puderbach,Mo-Fr,13,15,Schillerstraße B an,18.39
Neuwied -> Puderbach,Mo-Fr,13,16,Schillerstraße B ab,18.41
Neuwied -> Puderbach,Mo-Fr,13,17,Petershof B,18.44
Neuwied -> Puderbach,Mo-Fr,13,18,Rüscheid Bamberger,18.46
Neuwied -> Puderbach,Mo-Fr,13,19,Dierdorf SZ-Center A,18.53
Neuwied -> Puderbach,Mo-Fr,13,20,Neuwieder Straße A,18.55
Neuwied -> Puderbach,Mo-Fr,13,21,Dierdorf Markt an,18.57
Neuwied -> Puderbach,Mo-Fr,13,22,Dierdorf Markt ab,18.58
Neuwied -> Puderbach,Mo-Fr,13,23,Wienau Flemmer,19.02
Neuwied -> Puderbach,Mo-Fr,13,24,Raubach In der Au,19.05
Neuwied -> Puderbach,Mo-Fr,13,25,Hanroth Hedwigsthal B,19.09
Neuwied -> Puderbach,Mo-Fr,13,26,Puderbach Hölzchens Mühle,19.10
Neuwied -> Puderbach,Mo-Fr,13,27,Puderbach Verbandsgemeinde,19.14
Neuwied -> Puderbach,Mo-Fr,14,1,Neuwied Bahnhof D,19.11
Neuwied -> Puderbach,Mo-Fr,14,2,Moltkeplatz B,19.13
Neuwied -> Puderbach,Mo-Fr,14,3,An der Matthiaskirche A,19.14
Neuwied -> Puderbach,Mo-Fr,14,4,Schloßstraße A,19.18
Neuwied -> Puderbach,Mo-Fr,14,5,Im Weidchen B,19.20
Neuwied -> Puderbach,Mo-Fr,14,6,Stadion B,19.21
Neuwied -> Puderbach,Mo-Fr,14,7,Matthiasberg,19.23
Neuwied -> Puderbach,Mo-Fr,14,8,Ludwig-Erhard-Schule,19.25
Neuwied -> Puderbach,Mo-Fr,14,9,Beverwijker Ring,19.26
Neuwied -> Puderbach,Mo-Fr,14,10,Torney Friedhof Wennenberg,19.28
Neuwied -> Puderbach,Mo-Fr,14,11,Dierdorfer Straße,19.29
Neuwied -> Puderbach,Mo-Fr,14,12,Gladbach Chausseehaus,19.31
Neuwied -> Puderbach,Mo-Fr,14,13,Haus am Pilz,19.33
Neuwied -> Puderbach,Mo-Fr,14,14,Anhausen Braunsberg/Rheinhöhenweg,19.36
Neuwied -> Puderbach,Mo-Fr,14,15,Schillerstraße B an,19.39
Neuwied -> Puderbach,Mo-Fr,14,16,Schillerstraße B ab,19.41
Neuwied -> Puderbach,Mo-Fr,14,17,Petershof B,19.44
Neuwied -> Puderbach,Mo-Fr,14,18,Rüscheid Bamberger,19.46
Neuwied -> Puderbach,Mo-Fr,14,19,Dierdorf SZ-Center A,19.53
Neuwied -> Puderbach,Mo-Fr,14,20,Neuwieder Straße A,19.55
Neuwied -> Puderbach,Mo-Fr,14,21,Dierdorf Markt an,19.57
Neuwied -> Puderbach,Mo-Fr,14,22,Dierdorf Markt ab,19.58
Neuwied -> Puderbach,Mo-Fr,14,23,Wienau Flemmer,20.02
Neuwied -> Puderbach,Mo-Fr,14,24,Raubach In der Au,20.05
Neuwied -> Puderbach,Mo-Fr,14,25,Hanroth Hedwigsthal B,20.09
Neuwied -> Puderbach,Mo-Fr,14,26,Puderbach Hölzchens Mühle,20.10
Neuwied -> Puderbach,Mo-Fr,14,27,Puderbach Verbandsgemeinde,20.14
Neuwied -> Puderbach,Mo-Fr,15,1,Neuwied Bahnhof D,20.11
Neuwied -> Puderbach,Mo-Fr,15,2,Moltkeplatz B,20.13
Neuwied -> Puderbach,Mo-Fr,15,3,An der Matthiaskirche A,20.14
Neuwied -> Puderbach,Mo-Fr,15,4,Schloßstraße A,20.18
Neuwied -> Puderbach,Mo-Fr,15,5,Im Weidchen B,20.20
Neuwied -> Puderbach,Mo-Fr,15,6,Stadion B,20.21
Neuwied -> Puderbach,Mo-Fr,15,7,Matthiasberg,20.23
Neuwied -> Puderbach,Mo-Fr,15,8,Ludwig-Erhard-Schule,20.25
Neuwied -> Puderbach,Mo-Fr,15,9,Beverwijker Ring,20.26
Neuwied -> Puderbach,Mo-Fr,15,10,Torney Friedhof Wennenberg,20.28
Neuwied -> Puderbach,Mo-Fr,15,11,Dierdorfer Straße,20.29
Neuwied -> Puderbach,Mo-Fr,15,12,Gladbach Chausseehaus,20.31
Neuwied -> Puderbach,Mo-Fr,15,13,Haus am Pilz,20.33
Neuwied -> Puderbach,Mo-Fr,15,14,Anhausen Braunsberg/Rheinhöhenweg,20.36
Neuwied -> Puderbach,Mo-Fr,15,15,Schillerstraße B an,20.39
Neuwied -> Puderbach,Mo-Fr,15,16,Schillerstraße B ab,20.41
Neuwied -> Puderbach,Mo-Fr,15,17,Petershof B,20.44
Neuwied -> Puderbach,Mo-Fr,15,18,Rüscheid Bamberger,20.46
Neuwied -> Puderbach,Mo-Fr,15,19,Dierdorf SZ-Center A,20.53
Neuwied -> Puderbach,Mo-Fr,15,20,Neuwieder Straße A,20.55
Neuwied -> Puderbach,Mo-Fr,15,21,Dierdorf Markt an,20.57
Neuwied -> Puderbach,Mo-Fr,16,1,Neuwied Bahnhof D,21.11
Neuwied -> Puderbach,Mo-Fr,16,2,Moltkeplatz B,21.13
Neuwied -> Puderbach,Mo-Fr,16,3,An der Matthiaskirche A,21.14
Neuwied -> Puderbach,Mo-Fr,16,4,Schloßstraße A,21.18
Neuwied -> Puderbach,Mo-Fr,16,5,Im Weidchen B,21.20
Neuwied -> Puderbach,Mo-Fr,16,6,Stadion B,21.21
Neuwied -> Puderbach,Mo-Fr,16,7,Matthiasberg,21.23
Neuwied -> Puderbach,Mo-Fr,16,8,Ludwig-Erhard-Schule,21.25
Neuwied -> Puderbach,Mo-Fr,16,9,Beverwijker Ring,21.26
Neuwied -> Puderbach,Mo-Fr,16,10,Torney Friedhof Wennenberg,21.28
Neuwied -> Puderbach,Mo-Fr,16,11,Dierdorfer Straße,21.29
Neuwied -> Puderbach,Mo-Fr,16,12,Gladbach Chausseehaus,21.31
Neuwied -> Puderbach,Mo-Fr,16,13,Haus am Pilz,21.33
Neuwied -> Puderbach,Mo-Fr,16,14,Anhausen Braunsberg/Rheinhöhenweg,21.36
Neuwied -> Puderbach,Mo-Fr,16,15,Schillerstraße B an,21.39
Neuwied -> Puderbach,Mo-Fr,16,16,Schillerstraße B ab,21.41
Neuwied -> Puderbach,Mo-Fr,16,17,Petershof B,21.44
Neuwied -> Puderbach,Mo-Fr,16,18,Rüscheid Bamberger,21.46
Neuwied -> Puderbach,Mo-Fr,16,19,Dierdorf SZ-Center A,21.53
Neuwied -> Puderbach,Mo-Fr,16,20,Neuwieder Straße A,21.55
Neuwied -> Puderbach,Mo-Fr,16,21,Dierdorf Markt an,21.57
Neuwied -> Puderbach,Mo-Fr,16,22,Dierdorf Markt ab,21.58
Neuwied -> Puderbach,Mo-Fr,16,23,Wienau Flemmer,22.02
Neuwied -> Puderbach,Mo-Fr,16,24,Raubach In der Au,22.05
Neuwied -> Puderbach,Mo-Fr,16,25,Hanroth Hedwigsthal B,22.09
Neuwied -> Puderbach,Mo-Fr,16,26,Puderbach Hölzchens Mühle,22.10
Neuwied -> Puderbach,Mo-Fr,16,27,Puderbach Verbandsgemeinde,22.14
Neuwied -> Puderbach,Mo-Fr,17,1,Neuwied Bahnhof D,23.11
Neuwied -> Puderbach,Mo-Fr,17,2,Moltkeplatz B,23.13
Neuwied -> Puderbach,Mo-Fr,17,3,An der Matthiaskirche A,23.14
Neuwied -> Puderbach,Mo-Fr,17,4,Schloßstraße A,23.18
Neuwied -> Puderbach,Mo-Fr,17,5,Im Weidchen B,23.20
Neuwied -> Puderbach,Mo-Fr,17,6,Stadion B,23.21
Neuwied -> Puderbach,Mo-Fr,17,7,Matthiasberg,23.23
Neuwied -> Puderbach,Mo-Fr,17,8,Ludwig-Erhard-Schule,23.25
Neuwied -> Puderbach,Mo-Fr,17,9,Beverwijker Ring,23.26
Neuwied -> Puderbach,Mo-Fr,17,10,Torney Friedhof Wennenberg,23.28
Neuwied -> Puderbach,Mo-Fr,17,11,Dierdorfer Straße,23.29
Neuwied -> Puderbach,Mo-Fr,17,12,Gladbach Chausseehaus,23.31
Neuwied -> Puderbach,Mo-Fr,17,13,Haus am Pilz,23.33
Neuwied -> Puderbach,Mo-Fr,17,14,Anhausen Braunsberg/Rheinhöhenweg,23.36
Neuwied -> Puderbach,Mo-Fr,17,15,Schillerstraße B an,23.39
Neuwied -> Puderbach,Mo-Fr,17,16,Schillerstraße B ab,23.41
Neuwied -> Puderbach,Mo-Fr,17,17,Petershof B,23.44
Neuwied -> Puderbach,Mo-Fr,17,18,Rüscheid Bamberger,23.46
Neuwied -> Puderbach,Mo-Fr,17,19,Dierdorf SZ-Center A,23.53
Neuwied -> Puderbach,Mo-Fr,17,20,Neuwieder Straße A,23.55
Neuwied -> Puderbach,Mo-Fr,17,21,Dierdorf Markt an,23.57
Neuwied -> Puderbach,Mo-Fr,17,22,Dierdorf Markt ab,23.58
Neuwied -> Puderbach,Mo-Fr,17,23,Wienau Flemmer,0.02
Neuwied -> Puderbach,Mo-Fr,17,24,Raubach In der Au,0.05
Neuwied -> Puderbach,Mo-Fr,17,25,Hanroth Hedwigsthal B,0.09
Neuwied -> Puderbach,Mo-Fr,17,26,Puderbach Hölzchens Mühle,0.10
Neuwied -> Puderbach,Mo-Fr,17,27,Puderbach Verbandsgemeinde,0.14
Neuwied -> Puderbach,Sa,1,1,Neuwied Bahnhof D,8.11
Neuwied -> Puderbach,Sa,1,2,Moltkeplatz B,8.13
Neuwied -> Puderbach,Sa,1,3,An der Matthiaskirche A,8.14
Neuwied -> Puderbach,Sa,1,4,Schloßstraße A,8.18
Neuwied -> Puderbach,Sa,1,5,Im Weidchen B,8.20
Neuwied -> Puderbach,Sa,1,6,Stadion B,8.21
Neuwied -> Puderbach,Sa,1,7,Matthiasberg,8.23
Neuwied -> Puderbach,Sa,1,8,Ludwig-Erhard-Schule,8.25
Neuwied -> Puderbach,Sa,1,9,Beverwijker Ring,8.26
Neuwied -> Puderbach,Sa,1,10,Torney Friedhof Wennenberg,8.28
Neuwied -> Puderbach,Sa,1,11,Dierdorfer Straße,8.29
Neuwied -> Puderbach,Sa,1,12,Gladbach Chausseehaus,8.31
Neuwied -> Puderbach,Sa,1,13,Haus am Pilz,8.33
Neuwied -> Puderbach,Sa,1,14,Anhausen Braunsberg/Rheinhöhenweg,8.36
Neuwied -> Puderbach,Sa,1,15,Schillerstraße B an,8.39
Neuwied -> Puderbach,Sa,1,16,Schillerstraße B ab,8.41
Neuwied -> Puderbach,Sa,1,17,Petershof B,8.44
Neuwied -> Puderbach,Sa,1,18,Rüscheid Bamberger,8.46
Neuwied -> Puderbach,Sa,1,19,Dierdorf SZ-Center A,8.53
Neuwied -> Puderbach,Sa,1,20,Neuwieder Straße A,8.55
Neuwied -> Puderbach,Sa,1,21,Dierdorf Markt an,8.57
Neuwied -> Puderbach,Sa,2,1,Neuwied Bahnhof D,9.11
Neuwied -> Puderbach,Sa,2,2,Moltkeplatz B,9.13
Neuwied -> Puderbach,Sa,2,3,An der Matthiaskirche A,9.14
Neuwied -> Puderbach,Sa,2,4,Schloßstraße A,9.18
Neuwied -> Puderbach,Sa,2,5,Im Weidchen B,9.20
Neuwied -> Puderbach,Sa,2,6,Stadion B,9.21
Neuwied -> Puderbach,Sa,2,7,Matthiasberg,9.23
Neuwied -> Puderbach,Sa,2,8,Ludwig-Erhard-Schule,9.25
Neuwied -> Puderbach,Sa,2,9,Beverwijker Ring,9.26
Neuwied -> Puderbach,Sa,2,10,Torney Friedhof Wennenberg,9.28
Neuwied -> Puderbach,Sa,2,11,Dierdorfer Straße,9.29
Neuwied -> Puderbach,Sa,2,12,Gladbach Chausseehaus,9.31
Neuwied -> Puderbach,Sa,2,13,Haus am Pilz,9.33
Neuwied -> Puderbach,Sa,2,14,Anhausen Braunsberg/Rheinhöhenweg,9.36
Neuwied -> Puderbach,Sa,2,15,Schillerstraße B an,9.39
Neuwied -> Puderbach,Sa,2,16,Schillerstraße B ab,9.41
Neuwied -> Puderbach,Sa,2,17,Petershof B,9.44
Neuwied -> Puderbach,Sa,2,18,Rüscheid Bamberger,9.46
Neuwied -> Puderbach,Sa,2,19,Dierdorf SZ-Center A,9.53
Neuwied -> Puderbach,Sa,2,20,Neuwieder Straße A,9.55
Neuwied -> Puderbach,Sa,2,21,Dierdorf Markt an,9.57
Neuwied -> Puderbach,Sa,2,22,Dierdorf Markt ab,9.58
Neuwied -> Puderbach,Sa,2,23,Wienau Flemmer,10.02
Neuwied -> Puderbach,Sa,2,24,Raubach In der Au,10.05
Neuwied -> Puderbach,Sa,2,25,Hanroth Hedwigsthal B,10.09
Neuwied -> Puderbach,Sa,2,26,Puderbach Hölzchens Mühle,10.10
Neuwied -> Puderbach,Sa,2,27,Puderbach Verbandsgemeinde,10.14
Neuwied -> Puderbach,Sa,3,1,Neuwied Bahnhof D,10.11
Neuwied -> Puderbach,Sa,3,2,Moltkeplatz B,10.13
Neuwied -> Puderbach,Sa,3,3,An der Matthiaskirche A,10.14
Neuwied -> Puderbach,Sa,3,4,Schloßstraße A,10.18
Neuwied -> Puderbach,Sa,3,5,Im Weidchen B,10.20
Neuwied -> Puderbach,Sa,3,6,Stadion B,10.21
Neuwied -> Puderbach,Sa,3,7,Matthiasberg,10.23
Neuwied -> Puderbach,Sa,3,8,Ludwig-Erhard-Schule,10.25
Neuwied -> Puderbach,Sa,3,9,Beverwijker Ring,10.26
