idint,linie,centerx,centery,title
vrm-292,,7.297524306920967,50.47097876624482,"Brohl-Lützing, Fritz-Beck-Straße"
vrm-293,,7.297818908479211,50.47119859421338,"Brohl-Lützing, Horsterstraße"
vrm-294,,7.267253840846183,50.481532162293256,"Gönnersdorf (b Bad Breisig), Dorfplatz"
vrm-295,,7.267247745865668,50.48153162240449,"Gönnersdorf (b Bad Breisig), Dorfplatz"
vrm-296,,7.228828205453053,50.4856021203871,"Waldorf, Hauptstraße"
vrm-297,,7.228996147836561,50.485551748636006,"Waldorf, Hauptstraße"
vrm-298,,7.22749973402224,50.48582777223821,"Waldorf, Königsfelder Straße"
vrm-299,,7.227348689257013,50.48587743517724,"Waldorf, Königsfelder Straße"
vrm-300,,7.236476836424342,50.48558737889528,"Waldorf, Pilsgasse"
vrm-301,,7.236480184152962,50.48559345238715,"Waldorf, Pilsgasse"
vrm-302,,7.228570522152659,50.48498807317828,"Waldorf, Vinxtbachhalle"
vrm-303,,7.228551711829542,50.484996343153874,"Waldorf, Vinxtbachhalle"
vrm-304,,6.9737349366698265,50.485482687500244,"Ahrbrück, Am Katzberg"
vrm-305,,6.973881949486474,50.48549430868903,"Ahrbrück, Am Katzberg"
vrm-306,,6.972465886397429,50.48906578504836,"Ahrbrück, Bahnhof"
vrm-307,,6.972248073698824,50.48933887322566,"Ahrbrück, Bahnhof"
vrm-308,,6.99090802228598,50.483197246163215,"Ahrbrück, Mühlenstraße"
vrm-309,,6.990907062439836,50.48320459317002,"Ahrbrück, Mühlenstraße"
vrm-310,,6.977885723206476,50.49199115291997,"Ahrbrück, Pützfeld"
vrm-311,,6.98019023047915,50.49261403271973,"Ahrbrück, Pützfelder Märkte"
vrm-312,,6.980185695406626,50.492642936748204,"Ahrbrück, Pützfelder Märkte"
vrm-313,,6.981524497300962,50.48426303668708,"Ahrbrück, Schule"
vrm-314,,6.981543835081244,50.4842657781966,"Ahrbrück, Schule"
vrm-315,,6.989599358468197,50.51566952101057,"Altenahr, Bahnhof"
vrm-316,,6.987317644819311,50.51591790234791,"Altenahr, Bahnhof/Friedhof"
vrm-317,,6.992214491501179,50.52417153208362,"Altenahr, Oberer Roßberg"
vrm-318,,6.992197583535863,50.52424996212935,"Altenahr, Oberer Roßberg"
vrm-319,,6.99262729077136,50.51778148095499,"Altenahr, Rathaus"
vrm-320,,7.003889566277897,50.519653867342306,"Altenahr, Reimerzhoven"
vrm-321,,7.00550315269447,50.51988265174738,"Altenahr, Reimerzhoven"
vrm-322,,6.994480993343476,50.52155957450972,"Altenahr, Roßberg"
vrm-323,,6.994440058416273,50.52160832560784,"Altenahr, Roßberg"
vrm-324,,6.993161921681467,50.516862041334676,"Altenahr, Tunnelstraße"
vrm-325,,6.993458643362984,50.51680644383405,"Altenahr, Tunnelstraße"
vrm-326,,6.986835259044401,50.51095689858689,"Altenahr, Campingplatz"
vrm-327,,6.984627310759373,50.51151809774726,"Altenahr, Kapelle"
vrm-328,,6.984786183942756,50.51159827304193,"Altenahr, Kapelle"
vrm-329,,6.990238813999167,50.5092496334348,"Altenahr, Schule"
vrm-330,,6.990238813999167,50.5092496334348,"Altenahr, Schule"
vrm-331,,6.981751959252029,50.51146826921401,"Altenahr, Abzw. Bundesstraße"
vrm-332,,6.981751959252029,50.51146826921401,"Altenahr, Abzw. Bundesstraße"
vrm-333,,6.978538076583148,50.506465609943206,"Altenahr, Bahnhof"
vrm-334,,6.9763351951646655,50.508907721755904,"Altenahr, Bahnhofstraße"
vrm-335,,6.939005187987875,50.55335582078434,"Berg (b Altenahr), Friedhof"
vrm-336,,6.938365049721282,50.55319701815909,"Berg (b Altenahr), Friedhof"
vrm-337,,6.948193597884734,50.55557576783984,"Berg (b Altenahr), Zum Vischeltal"
vrm-338,,6.948212111610311,50.555637554788284,"Berg (b Altenahr), Zum Vischeltal"
vrm-339,,6.932004119543161,50.55054662593573,"Berg (b Altenahr), Kirche"
vrm-340,,6.931944897261006,50.5505377483389,"Berg (b Altenahr), Kirche"
